Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Average Blue,Average Green,Average Red,Calibration Factor,Calibration Image,Camera,Capture X,Capture Y,Ch1 Area,Ch1 Peak,Ch1 Width,Ch2 Area,Ch2 Peak,Ch2 Width,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Convex Perimeter,Convexity,Date,Diameter (ABD),Diameter (ESD),Diameter (FD),Edge Gradient,Elapsed Time,Elongation,Feret Angle Max,Feret Angle Min,Fiber Curl,Fiber Straightness,Filter Score,Geodesic Aspect Ratio,Geodesic Length,Geodesic Thickness,Image File,Image Height,Image Width,Image X,Image Y,Intensity,Length,Original Reference ID,Particles Per Chain,Perimeter,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Roughness,Scatter Area,Scatter Peak,Scatter Width,Sigma Intensity,Source Image,Sphere Complement,Sphere Count,Sphere Unknown,Sphere Volume,Sum Intensity,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
552,467.7914,525.7716,0.6986,132.6400,134.6000,135.6320,1.8293,1,1,604,1361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7178,0.8547,0.8994,1.1700,103.4109,1.0000,2019-08-15,24.4051,29.1672,25.8734,83.1509,48.2030,1.0000,-70.0000,10.0000,0.0000,1.2943,0.0000,1.0000,28.9740,28.9740,E01_20190815_4x_01_000008.tif,27,22,440,390,134.1240,37.5007,D72EFA5A-4730-4F1E-8164-AAF3B4A28A92,1,115.8959,0.9854,1.0226,1.0077,1.1207,0.0000,0.0000,0.0000,19.0441,288,0.0000,0,0.0000,0.0000,33531.0000,0.7020,12:28:38,2019-08-15T12:28:38.751,0.1633,7.611007e+03,1.299217e+04,22.8663
553,1646.9049,1663.9302,0.5726,134.5328,141.2788,144.9153,1.8293,1,1,360,291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0825,0.2698,12.1155,332.7702,0.3350,2019-08-15,45.7920,102.1867,46.0281,64.9544,48.2030,36.0342,-90.0000,-5.0000,1.1765,0.4595,0.0000,0.0278,288.6564,8.0106,E01_20190815_4x_01_000008.tif,81,45,464,390,139.6686,132.6242,4FD3AC90-6103-4E6B-8D0E-3EF3CAEEE39B,1,593.3340,0.9523,1.0772,1.0257,1.7830,0.0000,0.0000,0.0000,15.2262,288,0.0000,0,0.0000,0.0000,95673.0000,0.1180,12:28:38,2019-08-15T12:28:38.751,0.5519,5.027668e+04,5.587045e+05,63.1108
554,1880.6747,1932.2854,0.1915,110.9804,114.4967,114.0339,1.8293,1,1,879,1850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2466,0.3483,4.0559,268.8021,0.9284,2019-08-15,48.9341,81.7087,49.6010,29.9830,48.3750,10.6480,-85.0000,0.0000,0.4398,0.6946,0.0000,0.0939,167.2456,15.7067,E01_20190815_4x_01_000008.tif,70,19,511,390,113.3768,116.1606,F3BC3F86-B705-4984-8D7D-E8DB01DC5987,1,365.9046,0.9693,1.0275,0.9960,1.3612,0.0000,0.0000,0.0000,42.3771,289,0.0000,0,0.0000,0.0000,86960.0000,0.6888,12:28:38,2019-08-15T12:28:38.917,0.4011,6.135279e+04,2.856302e+05,19.2077
555,2304.8547,2427.0694,0.5293,134.4168,141.8195,146.1641,1.8293,1,1,744,534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0559,0.2705,17.9004,375.1152,0.3565,2019-08-15,54.1722,115.4492,55.5899,48.8308,48.3750,54.2173,-65.0000,40.0000,1.7265,0.3668,0.0000,0.0184,416.4692,7.6815,E01_20190815_4x_01_000008.tif,87,57,532,390,140.0996,152.7465,FFDF7836-5E5D-419B-B62C-3C0A27A2EDFD,1,848.3013,0.9478,1.0874,1.0306,2.2614,0.0000,0.0000,0.0000,12.7500,289,0.0000,0,0.0000,0.0000,128051.0000,0.1132,12:28:38,2019-08-15T12:28:38.917,0.5308,8.323944e+04,8.056954e+05,83.2331
556,1359.6830,1359.6830,0.8796,135.8816,142.3156,143.9708,1.8293,1,1,932,530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8675,0.8217,0.9854,1.2171,150.0289,1.0000,2019-08-15,41.6077,43.8524,41.6077,22.1829,48.5310,1.0000,-75.0000,45.0000,0.0000,1.0802,0.0000,1.0000,43.1836,43.1836,E01_20190815_4x_01_000008.tif,32,32,591,390,140.5575,46.6471,E2CDBE0B-41F1-47F5-AAA0-C317FEA98521,1,172.7342,0.9548,1.0595,1.0116,1.1513,0.0000,0.0000,0.0000,10.0489,290,0.0000,0,0.0000,0.0000,81945.0000,0.8523,12:28:39,2019-08-15T12:28:39.084,0.0512,3.771554e+04,4.415484e+04,39.3299
557,12174.0235,12174.0235,0.0239,131.6609,138.0486,140.9678,1.8293,1,1,525,1468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0558,0.0411,17.9145,1655.7864,0.8007,2019-08-15,124.5008,523.1798,124.5008,34.8742,48.7030,54.2618,85.0000,-5.0000,0.0609,0.9426,0.0000,0.0184,866.5022,15.9689,E01_20190815_4x_01_000008.tif,452,46,625,390,136.4682,816.7824,18E0CB01-C122-4BCE-B33C-1A3804533E29,1,1764.9422,0.9537,1.0707,1.0211,1.0659,0.0000,0.0000,0.0000,14.7491,291,0.0000,0,0.0000,0.0000,564296.0000,0.3373,12:28:39,2019-08-15T12:28:39.253,0.7620,1.010450e+06,7.498105e+07,22.8663
558,7189.2719,7778.7066,0.7987,142.4274,145.7269,147.8796,1.8293,1,1,399,1413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2616,0.0397,0.6146,25.1700,501.8579,0.4573,2019-08-15,95.6748,156.0495,99.5196,30.1928,48.7030,77.0610,-55.0000,-10.0000,4.1779,0.1931,0.0000,0.0130,838.2729,10.8780,E01_20190815_4x_01_000008.tif,95,91,673,390,144.9763,161.8930,A09566FB-8735-4BE2-B951-A40C2B5FF7B8,1,1698.3019,0.9774,1.0383,1.0148,3.3840,0.0000,0.0000,0.0000,15.6021,291,0.0000,0,0.0000,0.0000,367370.0000,0.4120,12:28:39,2019-08-15T12:28:39.253,0.3869,4.585547e+05,1.989690e+06,143.6000
559,2206.2298,2223.6132,0.7927,116.3375,124.5170,126.5773,1.8293,1,1,770,463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7456,0.5906,0.9441,1.6931,196.6515,0.9589,2019-08-15,53.0006,59.0457,53.2089,39.2821,48.7030,2.9838,85.0000,0.0000,0.3355,0.7488,0.0000,0.3351,94.0560,31.5223,E01_20190815_4x_01_000008.tif,46,36,766,390,122.3023,70.4280,695370EA-340F-45CC-9F4D-52DCFB936C3D,1,251.1564,0.9343,1.0880,1.0165,1.2772,0.0000,0.0000,0.0000,20.5264,291,0.0000,0,0.0000,0.0000,107626.0000,0.7078,12:28:39,2019-08-15T12:28:39.253,0.1024,7.795427e+04,1.077865e+05,50.3057
560,1466.1727,1618.5592,0.8559,120.0225,124.6264,124.5491,1.8293,1,1,397,149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8836,0.9416,0.9873,1.0620,158.6684,1.0000,2019-08-15,43.2064,46.6471,45.3962,35.0250,48.7030,1.0000,20.0000,-45.0000,0.0000,1.1590,0.0000,1.0000,43.4055,43.4055,E01_20190815_4x_01_000008.tif,34,34,804,390,123.2512,50.3057,F130D0B2-F2FF-43EA-9306-E986AAF695EA,1,173.6219,0.9631,1.0377,0.9994,1.0942,0.0000,0.0000,0.0000,38.2851,291,0.0000,0,0.0000,0.0000,76539.0000,0.9460,12:28:39,2019-08-15T12:28:39.253,0.0738,4.223198e+04,5.314641e+04,41.1593
561,6657.0299,6657.0299,0.0269,120.2541,127.4053,131.0712,1.8293,1,1,771,1124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0674,0.0474,14.8390,1142.1763,0.8537,2019-08-15,92.0652,359.5591,92.0652,64.3552,48.8750,44.5957,-90.0000,0.0000,0.0552,0.9477,0.0000,0.0224,593.5800,13.3103,E01_20190815_4x_01_000008.tif,316,15,840,390,125.6806,562.5097,8892FEC7-82CE-40CE-8EBA-512C8DB94DAE,1,1213.7805,0.9439,1.0900,1.0288,1.0627,0.0000,0.0000,0.0000,18.5052,292,0.0000,0,0.0000,0.0000,296732.0000,0.3366,12:28:39,2019-08-15T12:28:39.419,0.7439,4.085870e+05,2.433937e+07,11.8904
562,321.1219,321.1219,0.7323,145.5947,151.7368,153.1421,1.8293,1,1,723,1443,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2934,0.0698,0.1369,14.3336,215.2158,0.2347,2019-08-15,20.2204,64.8893,20.2204,27.5128,49.0310,43.0072,-25.0000,55.0000,1.2320,0.4480,0.0000,0.0233,165.3607,3.8450,E01_20190815_4x_01_000008.tif,46,46,857,390,150.0632,74.0866,BE1B9D6A-BFA7-4383-9233-BA7D0B8F21AD,1,338.4113,0.9595,1.0518,1.0093,1.5724,0.0000,0.0000,0.0000,7.4633,293,0.0000,0,0.0000,0.0000,28512.0000,0.3797,12:28:39,2019-08-15T12:28:39.586,0.6884,4.328811e+03,1.430601e+05,52.1350
563,1766.3540,2119.4527,0.9440,121.5365,125.4718,125.1403,1.8293,1,1,615,1435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9359,0.9202,0.9978,1.0867,179.3345,1.0000,2019-08-15,47.4235,53.3546,51.9478,37.1413,49.0310,1.0000,55.0000,0.0000,0.0000,1.1324,0.0000,1.0000,49.2722,49.2722,E01_20190815_4x_01_000008.tif,38,36,905,390,124.2696,55.7936,F92040F7-C2C8-43B6-BF5F-A50DEA12AEC9,1,197.0890,0.9686,1.0297,0.9974,1.0990,0.0000,0.0000,0.0000,35.0062,293,0.0000,0,0.0000,0.0000,90344.0000,0.9464,12:28:39,2019-08-15T12:28:39.586,0.1112,5.584450e+04,7.952686e+04,50.3057
564,868.6688,868.6688,0.5519,153.4505,154.4282,156.0594,1.8293,1,1,605,1142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1346,0.0325,0.1938,30.7423,271.7851,0.2754,2019-08-15,33.2569,82.6234,33.2569,17.7821,49.0310,94.5694,-30.0000,70.0000,2.4595,0.2891,0.0000,0.0106,357.5616,3.7809,E01_20190815_4x_01_000008.tif,50,68,943,390,154.2995,103.3554,40334458-0A79-4D9C-A589-7F1CF50B7F19,9,722.6850,0.9937,1.0170,1.0106,2.6590,0.0000,0.0000,0.0000,3.2338,293,0.0000,0,0.0000,0.0000,62337.0000,0.3880,12:28:39,2019-08-15T12:28:39.586,0.5975,1.925951e+04,2.953300e+05,55.7936
565,711.9533,711.9533,0.9434,146.4638,149.3246,149.0493,1.8293,1,1,271,1131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8796,0.7951,0.9852,1.2577,114.9957,1.0000,2019-08-15,30.1079,32.8258,30.1079,14.3115,49.0310,1.0000,-5.0000,25.0000,0.0000,1.1105,0.0000,1.0000,33.7692,33.7692,E01_20190815_4x_01_000008.tif,26,28,1013,390,148.4174,37.5007,C0DC9146-818D-4DC5-B3B6-632FDFB6C71E,1,135.0766,0.9808,1.0177,0.9982,1.1746,0.0000,0.0000,0.0000,11.0650,293,0.0000,0,0.0000,0.0000,51204.0000,0.8725,12:28:39,2019-08-15T12:28:39.586,0.0828,1.429029e+04,1.852011e+04,30.1835
566,643.9950,643.9950,0.0566,133.9624,142.4671,144.8245,1.8293,1,1,196,1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1288,0.1019,7.7647,292.4888,0.9551,2019-08-15,28.6349,89.2292,28.6349,65.4329,49.0310,22.3489,-90.0000,0.0000,0.0895,0.9179,0.0000,0.0447,154.4572,6.9112,E01_20190815_4x_01_000008.tif,86,10,1043,390,140.2006,141.7707,5A5C80D4-D682-4A60-A105-05F6984E4566,1,322.7368,0.9403,1.0811,1.0165,1.1034,0.0000,0.0000,0.0000,13.1339,293,0.0000,0,0.0000,0.0000,44724.0000,0.5217,12:28:39,2019-08-15T12:28:39.586,0.6791,1.229384e+04,3.719799e+05,5.4879
567,14449.4204,14449.4204,0.0491,113.4872,121.7104,126.1587,1.8293,1,1,489,553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0273,0.0203,36.5883,2407.4726,0.2677,2019-08-15,135.6377,762.5640,135.6377,107.9450,49.0310,112.9368,75.0000,-15.0000,0.1404,0.8769,0.0000,0.0089,1354.9752,11.9976,E01_20190815_4x_01_000008.tif,642,155,0,861,119.7546,1188.1303,505F37C4-6083-4767-AF72-17DB93B13675,2,2733.9457,0.9324,1.1117,1.0365,1.1356,0.0000,0.0000,0.0000,23.3739,293,0.0000,0,0.0000,0.0000,581768.0000,0.3359,12:28:39,2019-08-15T12:28:39.586,0.8221,1.306590e+06,2.321815e+08,88.7210
568,949.4970,1440.8929,0.7569,136.7212,141.4724,143.1820,1.8293,1,1,720,340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7721,0.8779,0.9513,1.1391,154.3127,1.0000,2019-08-15,34.7698,45.2244,42.8323,32.6341,49.0310,1.0000,5.0000,-90.0000,0.0000,1.1752,0.0000,1.0000,42.8047,42.8047,E01_20190815_4x_01_000008.tif,29,35,157,861,140.2535,50.3057,67F7F2CB-E9A0-4C37-9FF4-3FBB7ABB08A8,1,171.2188,0.9664,1.0473,1.0121,1.1096,0.0000,0.0000,0.0000,8.8615,293,0.0000,0,0.0000,0.0000,60870.0000,0.8395,12:28:39,2019-08-15T12:28:39.586,0.2312,2.200920e+04,4.843016e+04,37.5007
569,9397.8900,9397.8900,0.0807,101.0336,107.5430,112.5393,1.8293,1,1,357,334,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0316,0.0237,31.5961,1875.6731,0.2084,2019-08-15,109.3881,593.3538,109.3881,136.1245,49.0310,97.2517,80.0000,-5.0000,0.1161,0.8960,0.0000,0.0103,1027.9561,10.5701,E01_20190815_4x_01_000008.tif,509,84,194,861,106.1700,921.0525,6669248B-A5B9-40D5-A409-5CCCC533D63C,1,2077.0524,0.9395,1.1139,1.0465,1.1074,0.0000,0.0000,0.0000,30.5302,293,0.0000,0,0.0000,0.0000,344734.0000,0.3351,12:28:39,2019-08-15T12:28:39.586,0.8156,6.853451e+05,1.093805e+08,92.3796
570,698.8271,762.0654,0.4235,142.3853,150.2853,153.7882,1.8293,1,1,514,194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3684,0.1582,0.5413,6.3199,153.7700,0.7194,2019-08-15,29.8291,45.1735,31.1495,33.0616,49.0310,17.7984,10.0000,-80.0000,1.4766,0.4038,0.0000,0.0562,147.2401,8.2727,E01_20190815_4x_01_000008.tif,24,40,280,861,148.3176,59.4522,7D34CC2C-1E87-4248-9D1F-23730ADD383C,3,311.0256,0.9474,1.0801,1.0233,2.0227,0.0000,0.0000,0.0000,5.9150,293,0.0000,0,0.0000,0.0000,50428.0000,0.2628,12:28:39,2019-08-15T12:28:39.586,0.3397,1.389692e+04,4.826710e+04,24.6955
571,628.4214,740.9217,0.7470,116.7220,118.0224,121.0479,1.8293,1,1,467,103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7806,0.8205,0.9456,1.2188,116.6115,1.0000,2019-08-15,28.2866,33.1815,30.7143,134.7705,49.0310,1.0000,-90.0000,0.0000,0.0000,1.1105,0.0000,1.0000,33.7692,33.7692,E01_20190815_4x_01_000008.tif,29,23,322,861,117.9808,37.5007,3291F8E7-B812-48D6-8377-AE3908332AF7,1,135.0766,0.9890,1.0371,1.0256,1.1583,0.0000,0.0000,0.0000,24.9723,293,0.0000,0,0.0000,0.0000,36928.0000,0.7724,12:28:39,2019-08-15T12:28:39.586,0.1475,1.185060e+04,1.912870e+04,26.5249
572,1223.3893,1223.3893,0.1592,145.5281,153.4607,155.5412,1.8293,1,1,731,1072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2898,0.2977,3.4505,232.9097,0.9578,2019-08-15,39.4673,70.3772,39.4673,12.7016,49.2030,8.7256,55.0000,-30.0000,0.1871,0.8424,0.0000,0.1146,124.8685,14.3106,E01_20190815_4x_01_000008.tif,59,40,347,861,151.3184,105.1847,A09691D2-4164-416A-8EF6-751F649A77EE,1,278.3582,0.9483,1.0688,1.0136,1.1951,0.0000,0.0000,0.0000,3.3205,294,0.0000,0,0.0000,0.0000,80804.0000,0.8057,12:28:39,2019-08-15T12:28:39.752,0.4392,3.218925e+04,1.825136e+05,13.7197
573,31027.4844,31027.4844,0.0798,121.8317,127.1953,130.1209,1.8293,1,1,333,865,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240,0.0180,41.7523,3919.8008,0.1559,2019-08-15,198.7597,1243.6191,198.7597,51.0379,49.2030,129.1609,85.0000,-5.0000,0.0828,0.9235,0.0000,0.0077,2084.7934,16.1411,E01_20190815_4x_01_000008.tif,1055,135,389,861,125.9237,1925.3383,202D1916-EC77-4387-A9BA-7ED6A54A0CA6,1,4201.8690,0.9578,1.0680,1.0230,1.0720,0.0000,0.0000,0.0000,21.8668,294,0.0000,0,0.0000,0.0000,1266289.0000,0.0581,12:28:39,2019-08-15T12:28:39.752,0.8402,4.111342e+06,1.007073e+09,187.5032
574,440.3704,440.3704,0.2904,107.4351,109.6862,109.3808,1.8293,1,1,935,711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3611,0.5882,0.5270,1.7001,116.8502,1.0000,2019-08-15,23.6790,33.2831,23.6790,84.3281,49.2030,3.0086,-90.0000,5.0000,0.0119,0.9883,0.0000,0.3324,49.0527,16.3044,E01_20190815_4x_01_000008.tif,35,15,526,861,108.9833,48.4764,EF5B54CD-F1D3-4F81-A4D6-5E2374B32B88,1,130.7142,0.9795,1.0181,0.9972,1.1186,0.0000,0.0000,0.0000,34.1449,294,0.0000,0,0.0000,0.0000,26047.0000,0.7508,12:28:39,2019-08-15T12:28:39.752,0.2886,6.951700e+03,1.930500e+04,10.0611
575,938.6800,938.6800,0.4057,142.6209,147.4860,149.1047,1.8293,1,1,397,509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3845,0.5770,0.6508,1.7330,151.8043,0.9513,2019-08-15,34.5712,44.8178,34.5712,20.3953,49.2030,3.1243,-85.0000,0.0000,0.0941,0.9140,0.0000,0.3201,67.0497,21.4606,E01_20190815_4x_01_000008.tif,41,21,543,861,146.2186,61.2815,2FE0291E-6BB8-4C35-BB2A-A9689AAC23D1,1,177.0205,0.9670,1.0455,1.0110,1.1661,0.0000,0.0000,0.0000,8.9769,294,0.0000,0,0.0000,0.0000,62874.0000,0.5818,12:28:39,2019-08-15T12:28:39.752,0.2286,2.163417e+04,4.713589e+04,22.8663
576,4844.2459,4865.4502,0.8469,140.6644,145.8291,148.0713,1.8293,1,1,434,1534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7475,0.5166,0.9626,1.9356,283.7913,0.9329,2019-08-15,78.5359,86.7901,78.7076,15.6800,49.3750,3.8189,50.0000,-50.0000,0.5385,0.6500,0.0000,0.2619,150.5666,39.4271,E01_20190815_4x_01_000008.tif,57,56,566,861,144.5422,97.8675,376288CD-6BC2-46CC-92B6-AF077262DCE4,1,379.9874,0.9646,1.0527,1.0154,1.3390,0.0000,0.0000,0.0000,8.3983,295,0.0000,0,0.0000,0.0000,255406.0000,0.7550,12:28:39,2019-08-15T12:28:39.919,0.0951,2.536314e+05,3.423021e+05,75.9159
577,500.4605,500.4605,0.6478,129.7376,134.2395,134.3764,1.8293,1,1,691,1074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7352,0.8991,0.9074,1.1122,98.3773,1.0000,2019-08-15,25.2429,27.3379,25.2429,30.3519,49.3750,1.0000,-75.0000,0.0000,0.0000,1.2206,0.0000,1.0000,27.7264,27.7264,E01_20190815_4x_01_000008.tif,26,19,624,861,132.9316,33.8421,AF7CB5F6-E377-48D2-8DDD-F0308FC314B5,1,110.9057,0.9665,1.0358,1.0010,1.1274,0.0000,0.0000,0.0000,19.7625,295,0.0000,0,0.0000,0.0000,34961.0000,0.8725,12:28:39,2019-08-15T12:28:39.919,0.0766,8.422062e+03,1.069776e+04,19.2077
578,1743.5538,4180.2168,0.8748,137.1947,141.3352,142.8442,1.8293,1,1,765,458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8753,0.8889,0.9900,1.1249,247.0111,1.0000,2019-08-15,47.1165,74.7472,72.9549,36.2500,49.3750,1.0000,-85.0000,0.0000,0.0000,1.1766,0.0000,1.0000,67.6302,67.6302,E01_20190815_4x_01_000008.tif,51,46,645,861,140.2517,79.5746,2433E701-E276-432B-A705-8EF256D01356,1,270.5210,0.9707,1.0412,1.0107,1.0952,0.0000,0.0000,0.0000,8.6741,295,0.0000,0,0.0000,0.0000,100841.0000,0.9323,12:28:39,2019-08-15T12:28:39.919,0.3697,5.476673e+04,2.186674e+05,68.5987
579,2024.2785,2030.0379,0.4162,126.2069,130.1518,132.8752,1.8293,1,1,835,1835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0608,0.3094,16.4534,354.0177,0.3553,2019-08-15,50.7680,108.8942,50.8402,101.1742,49.5310,49.6697,-75.0000,10.0000,1.5370,0.3942,0.0000,0.0201,368.9545,7.4282,E01_20190815_4x_01_000008.tif,85,44,693,861,129.2607,145.4293,AB614605-69B5-4BEF-AF55-9143D8247E29,1,752.7654,0.9697,1.0528,1.0209,2.1263,0.0000,0.0000,0.0000,22.6188,296,0.0000,0,0.0000,0.0000,105606.0000,0.1879,12:28:40,2019-08-15T12:28:40.085,0.5338,6.851240e+04,6.761023e+05,61.2815
580,7732.3516,7812.7071,0.6474,128.5373,133.9085,136.2923,1.8293,1,1,410,1219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2966,0.0797,0.6798,12.5496,474.4890,0.5686,2019-08-15,99.2227,147.3095,99.7369,41.3382,49.5310,37.3989,75.0000,20.0000,2.3850,0.2954,0.0000,0.0267,585.1571,15.6464,E01_20190815_4x_01_000008.tif,100,77,739,861,132.5679,172.8688,5A9D9C98-3F5A-4E3A-9500-69668E9A8385,2,1201.6070,0.9599,1.0603,1.0178,2.5324,0.0000,0.0000,0.0000,22.8708,296,0.0000,0,0.0000,0.0000,359259.0000,0.4442,12:28:40,2019-08-15T12:28:40.085,0.3264,5.114830e+05,1.673750e+06,117.9898
581,3304.3680,3304.3680,0.0792,131.2352,136.5391,138.1890,1.8293,1,1,227,1105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1909,0.1444,5.2379,487.3481,0.8803,2019-08-15,64.8633,151.3746,64.8633,28.3109,49.5310,14.3857,-90.0000,0.0000,0.0618,0.9418,0.0000,0.0695,245.6965,17.0792,E01_20190815_4x_01_000008.tif,135,18,818,861,135.1507,231.4064,12F0B1B7-D37D-4785-BB41-24957DE082A2,1,525.5514,0.9612,1.0530,1.0121,1.0784,0.0000,0.0000,0.0000,18.6595,296,0.0000,0,0.0000,0.0000,169479.0000,0.4231,12:28:40,2019-08-15T12:28:40.085,0.5715,1.428882e+05,1.816174e+06,17.3783
582,457.7958,457.7958,0.5425,140.9919,146.1220,147.6057,1.8293,1,1,826,1117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4530,0.2450,0.5982,4.0815,135.8973,0.7110,2019-08-15,24.1430,39.4824,24.1430,18.0619,49.7030,10.7291,-90.0000,0.0000,0.8682,0.5353,0.0000,0.0932,93.9795,8.7593,E01_20190815_4x_01_000008.tif,36,22,838,861,144.7480,50.3057,EA59D796-5227-4C6C-8561-AD58D69A61A9,1,205.4778,0.9649,1.0469,1.0102,1.5120,0.0000,0.0000,0.0000,13.7741,297,0.0000,0,0.0000,0.0000,35608.0000,0.4231,12:28:40,2019-08-15T12:28:40.252,0.3885,7.368370e+03,3.222619e+04,24.6955
583,717.2110,775.3116,0.8654,93.9395,101.1182,102.6138,1.8293,1,1,580,315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8463,0.8561,0.9809,1.1681,115.8309,1.0000,2019-08-15,30.2189,33.2323,31.4191,56.5000,49.7030,1.0000,5.0000,-90.0000,0.0000,1.0598,0.0000,1.0000,33.6582,33.6582,E01_20190815_4x_01_000008.tif,25,27,862,861,99.1383,35.6713,BC9E512E-31C8-4A9E-99EE-39C75929B7EF,1,134.6328,0.9290,1.0923,1.0148,1.1623,0.0000,0.0000,0.0000,50.2153,297,0.0000,0,0.0000,0.0000,34401.0000,0.8740,12:28:40,2019-08-15T12:28:40.252,0.0907,1.444888e+04,1.921672e+04,30.1835
584,5613.2345,5613.2345,0.0634,135.4762,141.1876,143.1579,1.8293,1,1,843,1682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1556,0.1194,6.4274,685.8378,0.9205,2019-08-15,84.5399,214.4854,84.5399,26.9231,50.0310,18.1373,-85.0000,5.0000,0.0488,0.9535,0.0000,0.0551,350.1438,19.3052,E01_20190815_4x_01_000008.tif,189,36,891,861,139.7104,333.8472,584AD991-C248-4F6F-8F20-2E46878750A7,1,738.8980,0.9595,1.0567,1.0140,1.0774,0.0000,0.0000,0.0000,14.0190,299,0.0000,0,0.0000,0.0000,282215.0000,0.7293,12:28:40,2019-08-15T12:28:40.585,0.6058,3.163615e+05,5.166447e+06,26.5249
585,452.8083,452.8083,0.9064,147.0123,153.0574,155.3361,1.8293,1,1,791,33,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3549,0.2569,0.5306,3.8930,160.8637,0.5768,2019-08-15,24.0111,47.3585,24.0111,19.3542,50.0310,10.1314,-80.0000,5.0000,0.6302,0.6134,0.0000,0.0987,90.9527,8.9773,E01_20190815_4x_01_000008.tif,38,31,929,861,151.4959,55.7936,4A4A1FA8-4C98-433A-BA0E-21DDE019B2B6,1,199.8599,0.9605,1.0566,1.0149,1.2424,0.0000,0.0000,0.0000,9.7772,299,0.0000,0,0.0000,0.0000,36965.0000,0.3789,12:28:40,2019-08-15T12:28:40.585,0.4930,7.248286e+03,5.561522e+04,39.3299
586,6949.0976,6961.4063,0.0233,149.0175,152.6112,153.6987,1.8293,1,1,425,1387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0370,0.0381,26.9999,1349.3906,0.6365,2019-08-15,94.0631,425.8204,94.1464,16.4932,50.2030,82.8107,-90.0000,0.0000,0.2383,0.8076,0.0000,0.0121,825.6494,9.9703,E01_20190815_4x_01_000008.tif,373,20,962,861,151.6462,666.7799,C6545370-D194-463D-B30C-2934E85F9B2E,1,1671.2394,0.9765,1.0314,1.0071,1.2385,0.0000,0.0000,0.0000,4.6562,300,0.0000,0,0.0000,0.0000,372443.0000,0.3416,12:28:40,2019-08-15T12:28:40.753,0.7791,4.357691e+05,4.042760e+07,21.0369
