Name,Date,Time,CollageFile,ImageFilename,Id,GroupId,Uuid,SrcImage,SrcX,SrcY,ImageX,ImageY,ImageW,ImageH,Timestamp,ElapsedTime,CalConst,CalImage,AbdArea,AbdDiameter,AbdVolume,AspectRatio,AvgBlue,AvgGreen,AvgRed,BiovolumeCylinder,BiovolumePSpheroid,BiovolumeSphere,Ch1Area,Ch1Peak,Ch1Width,Ch2Area,Ch2Ch1Ratio,Ch2Peak,Ch2Width,Ch3Area,Ch3Peak,Ch3Width,CircleFit,Circularity,CircularityHu,Compactness,ConvexPerimeter,Convexity,EdgeGradient,Elongation,EsdDiameter,EsdVolume,FdDiameter,FeretMaxAngle,FeretMinAngle,FiberCurl,FiberStraightness,FilledArea,FilterScore,GeodesicAspectRatio,GeodesicLength,GeodesicThickness,Intensity,Length,Perimeter,Ppc,RatioBlueGreen,RatioRedBlue,RatioRedGreen,Roughness,ScatterArea,ScatterPeak,SigmaIntensity,SphereComplement,SphereCount,SphereUnknown,SphereVolume,SumIntensity,Symmetry,Transparency,Width,BiovolumeMS,SurfaceAreaMS,Preprocessing,PreprocessingTrue,LabelPredicted,ProbabilityScore,LabelTrue,LC_Label,LC_Excluded,LC_Seen
E01_20190815_4x_01,2019-08-15,12:29:04,E01_20190815_4x_01_000013.tif,,833,,0E6E7AE9-0376-4F41-AFDF-D9BB5F47590D,434,557,836,315,0,31,36,2019-08-15 12:29:04.267000,73.718,1.8293,1,1345.7208,41.3935,37136.1,0.8209,118.263,125.128,127.7145,,,,0,0,0,0,0,0,0,,,,0.7451,0.6561,0.9585,1.5241,154.8257,0.9748,87.6364,2.3654,45.6817,49914.3,41.4793,65,-20,0.2996,0.7694,1351.3043,0,0.4228,67.7564,28.6449,123.3633,52.135,192.8027,1,,,,1.2453,0,0,18.227,0,0,0,0,71304,0.644,0.0939,39.3299,19154.95,4925.01,object,,CyaCoe000_3217114,0.9806262,,,,0
E01_20190815_4x_01,2019-08-15,12:29:04,E01_20190815_4x_01_000013.tif,,834,,CD299493-D1D5-4E17-AC50-84BB788D75B1,435,705,1589,348,0,32,21,2019-08-15 12:29:04.434000,73.89,1.8293,1,364.3232,21.5377,5231.113,0.6832,138.0721,142.2885,143.6635,,,,0,0,0,0,0,0,0,,,,0.3329,0.3433,0.6108,2.9128,122.5359,0.7172,28.2973,7.008,35.3157,23062.18,21.5377,-10,-90,0.5583,0.6417,364.3232,0,0.1427,69.8417,9.9659,141.1779,44.8178,159.6153,1,,,,1.3026,0,0,16.4957,0,0,0,0,29365,0.1973,0.3901,22.8663,5256.51,1939.89,object,,BacCen000_3192255,0.99940324,,,,0
E01_20190815_4x_01,2019-08-15,12:29:04,E01_20190815_4x_01_000013.tif,,835,,73E11E96-F1A4-4F10-A3C7-D6C7F213D0A2,436,919,127,382,0,13,179,2019-08-15 12:29:04.600000,74.047,1.8293,1,2878.4173,60.5385,116170.1,0.0385,107.7405,115.0856,119.1964,,,,0,0,0,0,0,0,0,,,,0.0,0.0951,0.0709,10.5161,642.6863,0.8991,105.3051,31.0049,200.7149,4233867.0,60.5385,-90,0,0.0881,0.9191,2878.4173,0,0.0323,339.3609,10.9454,113.364,311.8956,700.6127,1,,,,1.0901,0,0,30.2999,0,0,0,0,125834,0.4195,0.6984,8.2318,4930.17,4548.89,object,,CyaPlarub_3218379,0.7382615,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:04,E01_20190815_4x_01_000013.tif,,836,,A76DDF00-F52A-494A-A432-176DD2AE0BE8,437,812,1398,397,0,38,37,2019-08-15 12:29:04.769000,74.218,1.8293,1,693.5841,29.717,13740.81,0.9238,141.1746,147.7692,150.429,,,,0,0,0,0,0,0,0,,,,0.3436,0.2816,0.5489,3.551,179.814,0.6294,18.0476,9.0452,53.4562,79982.16,29.717,50,20,0.7553,0.5697,693.5841,0,0.1106,101.1469,11.1824,146.1095,57.6229,224.6585,1,,,,1.2494,0,0,10.9072,0,0,0,0,49385,0.3073,0.4441,46.6471,11992.85,4313.06,object,,BacCen000_3192255,0.9999999,,,,0
E01_20190815_4x_01,2019-08-15,12:29:04,E01_20190815_4x_01_000013.tif,,837,,124BF93E-00ED-4A1E-891F-912C04E2C8EA,437,936,189,437,0,19,21,2019-08-15 12:29:04.769000,74.218,1.8293,1,321.1219,20.2204,4328.811,0.8859,142.9895,150.6632,152.9632,,,,0,0,0,0,0,0,0,,,,0.9128,0.9443,0.9914,1.059,78.8439,1.0,29.0952,1.0,21.1894,4981.431,20.2204,75,0,0.0,1.0739,321.1219,0,1.0,22.9963,22.9963,148.6579,24.6955,91.985,1,,,,1.1667,0,0,7.1733,0,0,0,0,28245,0.9932,0.0457,19.2077,6218.88,2183.19,object,,Detritus,0.6503398,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:04,E01_20190815_4x_01_000013.tif,,838,,C9AE81CF-10F6-4743-B989-1F62D3C42033,438,601,875,458,0,36,41,2019-08-15 12:29:04.934000,74.39,1.8293,1,1955.2553,49.895,65038.27,0.85,145.9596,153.0757,155.5675,,,,0,0,0,0,0,0,0,,,,0.7265,0.4569,0.9599,2.1886,186.6646,0.9503,11.68,4.661,55.7428,90691.34,50.5872,70,-5,0.8364,0.5445,2009.8848,0,0.2145,112.5393,24.1447,151.2194,61.2815,273.368,1,,,,1.4645,0,0,4.7145,0,0,0,0,119917,0.7335,0.1049,48.4764,49303.98,9517.42,object,,CyaMic000_3217749,0.9999515,,,,0
E01_20190815_4x_01,2019-08-15,12:29:04,E01_20190815_4x_01_000013.tif,,839,,6D28E800-5598-4806-A05B-C11F7976D983,438,818,252,496,0,27,28,2019-08-15 12:29:04.934000,74.39,1.8293,1,607.7243,27.8169,11269.99,0.9196,124.8393,125.6066,127.882,,,,0,0,0,0,0,0,0,,,,0.8514,0.9306,0.9807,1.0746,123.8852,1.0,82.7656,1.0,35.5697,23563.51,33.7673,-85,-5,0.0,1.0967,895.5333,0,1.0,34.194,34.194,125.6393,37.5007,136.7759,1,,,,1.1041,0,0,19.0656,0,0,0,0,38320,0.7571,0.218,32.0127,9340.41,2746.2,object,,Detritus,0.9994169,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,840,,CCF7A661-D687-4FBA-B15D-90AFD767A243,439,552,1061,525,0,51,65,2019-08-15 12:29:05.101000,74.547,1.8293,1,1584.5947,44.9174,47450.53,0.3051,139.5415,143.2745,144.27,,,,0,0,0,0,0,0,0,,,,0.0,0.1129,0.3035,8.8606,280.943,0.5247,22.0921,25.7975,85.6722,329244.6,44.9574,55,-40,0.9681,0.5081,1587.4229,0,0.0388,239.4187,9.2807,142.2579,121.6484,497.3988,4,,,,1.7705,0,0,19.1133,0,0,0,0,94317,0.1036,0.4757,41.1593,13769.88,4776.45,object,,Detritus,0.40218934,,,,0
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,841,,D3E0CCBA-060C-4537-966D-49A1F70CDADB,439,928,77,578,0,37,43,2019-08-15 12:29:05.101000,74.547,1.8293,1,1854.9073,48.5977,60096.21,0.8609,109.6108,115.6728,116.4116,,,,0,0,0,0,0,0,0,,,,0.6636,0.4101,0.9294,2.4383,200.6089,0.8881,35.097,5.4775,60.2145,114314.4,50.0779,45,0,0.8624,0.537,1969.6212,0,0.1826,120.9417,22.0799,113.9182,64.9402,286.0431,1,,,,1.4259,0,0,41.3176,0,0,0,0,86350,0.5942,0.1929,52.135,12829.04,3835.24,object,,ChlPanmor_5271376,0.6152594,,,,0
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,842,,FB8685DB-5838-4A28-9655-FBFD293D0A12,440,728,1190,617,0,32,105,2019-08-15 12:29:05.268000,74.718,1.8293,1,3230.1785,64.131,138103.1,0.1792,142.3466,148.4369,150.2083,,,,0,0,0,0,0,0,0,,,,0.0,0.2921,0.3002,3.4229,381.9203,0.8184,21.699,8.6377,117.6342,852312.6,66.2491,-90,10,0.0989,0.91,3447.0729,0,0.1158,193.9945,22.4591,146.8145,176.5274,432.9071,1,,,,1.1335,0,0,9.3251,0,0,0,0,180435,0.4078,0.4548,28.3541,15215.48,7483.19,object,,CyaAphflo_7690242,0.46498856,,,,0
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,843,,F364042A-B487-4DED-8A96-F9554BB0689F,441,861,1358,651,0,13,104,2019-08-15 12:29:05.435000,74.89,1.8293,1,1036.4454,36.3269,25100.56,0.0767,142.3026,143.8026,147.7318,,,,0,0,0,0,0,0,0,,,,0.0,0.0424,0.1101,23.558,364.8858,0.7104,32.7212,71.9957,112.2479,740513.7,36.3269,-90,0,0.918,0.5214,1036.4454,0,0.0139,335.0666,4.654,143.7854,174.6981,679.4411,1,,,,1.8621,0,0,13.6533,0,0,0,0,67004,0.6657,0.6764,8.2318,28124.69,15140.57,object,,BacSyn000_3192703,0.9968251,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,844,,31E3BD9D-758F-4B3D-BD51-6814B89F2292,441,592,595,666,0,28,35,2019-08-15 12:29:05.435000,74.89,1.8293,1,788.5814,31.6868,16658.41,0.8936,142.2246,147.8075,149.0348,,,,0,0,0,0,0,0,0,,,,0.5618,0.4898,0.8721,2.0415,137.8601,0.8278,14.2976,4.174,40.0922,33742.47,31.7401,-90,35,0.5515,0.6445,791.2381,0,0.2396,72.3728,17.3391,146.2995,46.6471,179.4237,2,,,,1.3015,0,0,10.6435,0,0,0,0,54716,0.2893,0.2097,33.8421,10700.04,4415.13,object,,Detritus,0.42560023,,,,0
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,845,,11F29E8B-D8F9-4347-B452-EC5503F1B8A3,442,480,1788,696,0,21,24,2019-08-15 12:29:05.601000,75.047,1.8293,1,495.4167,25.1154,8295.065,0.8376,110.318,112.9502,115.069,,,,0,0,0,0,0,0,0,,,,0.8353,0.8035,0.965,1.2445,101.1398,1.0,131.5439,1.0,28.4558,12064.52,26.0603,-65,0,0.0,1.0655,533.3941,0,1.0,30.0456,30.0456,112.4061,32.0127,120.1822,1,,,,1.1883,0,0,28.1666,0,0,0,0,29338,0.7793,0.1174,22.8663,2099.66,1331.17,object,,Detritus,0.808003,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,846,,8AB71F26-BE40-4CF0-BEAD-9EAB5AA2C4BD,443,517,1706,719,0,108,214,2019-08-15 12:29:05.768000,75.218,1.8293,1,4529.7448,75.9437,229337.1,0.0386,117.4137,123.5514,126.9495,,,,0,0,0,0,0,0,0,,,,0.0,0.08,0.0602,12.5042,859.0737,0.7107,84.6047,37.2562,269.7201,10273980.0,75.9437,60,-25,0.0846,0.922,4529.7448,0,0.0268,455.3344,12.2217,122.104,419.8243,935.1123,1,,,,1.0885,0,0,25.1849,0,0,0,0,203059,0.2056,0.7184,17.3783,28646.42,13157.57,object,,CyaPlarub_3218379,0.9385717,,,,0
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,847,,0C50B752-16B8-4137-847E-A7443D8F509D,443,538,871,829,0,167,597,2019-08-15 12:29:05.768000,75.218,1.8293,1,10102.1236,113.4126,763805.6,0.0178,109.7912,116.8042,121.7509,,,,0,0,0,0,0,0,0,,,,0.0,0.0242,0.0181,41.2563,2246.2442,0.4845,131.0227,127.6025,711.242,188386900.0,113.4126,-75,15,0.0922,0.9156,10102.1236,0,0.0078,1217.7748,9.5435,115.2733,1114.9583,2454.6367,1,,,,1.0928,0,0,26.5711,0,0,0,0,400344,0.2463,0.8405,24.6955,56169.18,29245.71,object,,CyaPlarub_3218379,0.999822,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,848,,4647A407-2C9F-45EF-928A-0DEB67072D63,443,961,466,998,0,29,30,2019-08-15 12:29:05.768000,75.218,1.8293,1,740.9217,30.7143,15171.28,0.6603,130.9522,134.5084,134.323,,,,0,0,0,0,0,0,0,,,,0.6253,0.6401,0.8435,1.5622,129.2063,0.9332,26.5139,2.5092,37.2974,27166.53,30.7143,-60,40,0.2199,0.8197,740.9217,0,0.3985,54.6737,21.7892,133.4298,44.8178,152.9258,2,,,,1.1836,0,0,21.141,0,0,0,0,47501,0.6212,0.1765,28.3541,14260.49,3751.06,object,,Detritus,0.5328415,,,,0
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,849,,1570AAA7-9C8F-4D46-8498-08DFFE456979,443,906,368,1029,0,22,26,2019-08-15 12:29:05.768000,75.218,1.8293,1,510.5666,25.4965,8678.455,0.8363,149.3034,155.3184,156.9813,,,,0,0,0,0,0,0,0,,,,0.8094,0.658,0.9523,1.5198,102.6629,0.9801,9.1935,2.3487,28.8115,12522.62,25.7482,-85,0,0.3637,0.7333,520.6972,0,0.4258,46.1513,19.6497,153.7154,33.8421,131.6019,1,,,,1.2819,0,0,2.6254,0,0,0,0,41042,0.5847,0.1151,24.6955,15087.57,4457.37,object,,CyaMic000_3217749,0.9107643,,,,0
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,850,,65CDBDFC-6D76-4097-B44E-F4FD8FDF7533,444,958,1630,1053,0,30,23,2019-08-15 12:29:05.935000,75.39,1.8293,1,770.0103,31.3115,16073.43,0.5899,129.7466,132.7875,132.7575,,,,0,0,0,0,0,0,0,,,,0.6529,0.8628,0.8653,1.1591,120.6138,1.0,30.6875,1.0,34.3502,21221.99,31.3115,-30,70,0.0,1.2857,770.0103,0,1.0,33.4363,33.4363,131.891,42.9885,133.7451,1,,,,1.1089,0,0,22.0178,0,0,0,0,48404,0.8334,0.0885,22.8663,16391.64,4183.22,object,,Detritus,0.9472803,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,851,,86FD097C-8D02-492B-9821-F7B9ECD546E8,444,917,1479,1085,0,46,69,2019-08-15 12:29:05.935000,75.39,1.8293,1,4644.5403,76.9,238110.1,0.4741,78.5191,80.6843,80.0112,,,,0,0,0,0,0,0,0,,,,0.3209,0.5987,0.7182,1.6703,303.9861,0.9111,41.5928,2.9029,92.837,418949.4,76.9,-75,10,0.0895,0.9179,4644.5403,0,0.3445,128.545,44.2812,79.9483,117.9898,345.6523,1,,,,1.1371,0,0,51.8455,0,0,0,0,135992,0.5108,0.1717,57.6229,24717.23,6297.96,object,,DinCerhir_7598904,0.79840654,,,,0
E01_20190815_4x_01,2019-08-15,12:29:05,E01_20190815_4x_01_000013.tif,,852,,18343B13-5E56-485A-991A-A557C6D929C2,444,920,829,1133,0,28,26,2019-08-15 12:29:05.935000,75.39,1.8293,1,361.9033,21.466,5179.08,0.6459,137.7778,144.3188,146.7874,,,,0,0,0,0,0,0,0,,,,0.5023,0.4453,0.64,2.2455,115.7887,0.7582,26.3906,4.8481,32.9274,18692.65,21.466,-5,30,0.5453,0.6471,361.9033,0,0.2063,57.9502,11.9532,142.6135,37.5007,139.8068,1,,,,1.2074,0,0,13.5317,0,0,0,0,29521,0.4092,0.3481,28.3541,9051.15,3120.0,object,,BacCen000_3192255,0.9969617,,,,0
E01_20190815_4x_01,2019-08-15,12:29:06,E01_20190815_4x_01_000013.tif,,853,,DFD027DA-6645-41D6-AA16-713EAF5234F4,445,340,605,1163,0,32,555,2019-08-15 12:29:06.102000,75.547,1.8293,1,4720.1389,77.5233,243947.3,0.0249,143.9826,150.1941,151.9548,,,,0,0,0,0,0,0,0,,,,0.0,0.0153,0.011,65.4243,2023.5555,0.1884,48.175,203.5314,640.4583,137553300.0,77.5233,-90,0,0.0845,0.922,4720.1389,0,0.0049,1084.2291,5.3271,148.5278,999.7124,2179.1124,1,,,,1.0769,0,0,7.2272,0,0,0,0,256359,0.0721,0.879,42.9885,33115.49,21295.45,object,,CyaLim000_0000000,1.0,,,,0
E01_20190815_4x_01,2019-08-15,12:29:06,E01_20190815_4x_01_000013.tif,,854,,FA2679BF-E8CA-4284-AB6F-C81DF122D698,447,608,1669,0,599,22,24,2019-08-15 12:29:06.436000,75.89,1.8293,1,467.7914,24.4051,7611.007,0.7963,152.072,155.616,155.92,,,,0,0,0,0,0,0,0,,,,0.8452,0.8612,0.9702,1.1611,95.9269,1.0,13.0588,1.0,26.8297,10112.25,24.9232,-65,20,0.0,1.1409,487.863,0,1.0,28.0593,28.0593,154.576,32.0127,112.2373,1,,,,1.17,0,0,2.5543,0,0,0,0,38644,0.8726,0.0904,21.0369,13919.27,3932.84,object,,Detritus,0.6292288,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:06,E01_20190815_4x_01_000013.tif,,855,,04A45EB0-837F-4DF4-AE8E-9F0AF8CE4841,448,626,1655,24,599,30,62,2019-08-15 12:29:06.602000,76.047,1.8293,1,2567.2298,57.1725,97850.02,0.383,116.7639,123.9412,126.9034,,,,0,0,0,0,0,0,0,,,,0.2714,0.5954,0.6346,1.6795,238.6111,0.9535,34.3858,2.9357,72.1557,196703.0,57.2051,-90,-5,0.0153,0.985,2570.1551,0,0.3406,99.3629,33.8463,122.1325,97.8675,266.4185,1,,,,1.1165,0,0,25.6401,0,0,0,0,122621,0.6707,0.2077,37.5007,77518.71,12976.77,object,,Detritus,0.45211288,,,,0
E01_20190815_4x_01,2019-08-15,12:29:06,E01_20190815_4x_01_000013.tif,,856,,16BA5B70-F728-4721-9F21-8223812F45C9,449,794,1517,56,599,84,98,2019-08-15 12:29:06.769000,76.218,1.8293,1,4901.8105,79.0011,258165.7,0.911,142.9311,147.3365,148.8763,,,,0,0,0,0,0,0,0,,,,0.0877,0.0368,0.4593,27.1457,503.1112,0.3229,22.0135,83.2689,156.4051,2003327.0,80.6702,45,0,3.2489,0.2354,5111.1254,0,0.012,718.9492,8.6341,146.1898,169.2103,1455.1666,3,,,,2.8923,0,0,15.3378,0,0,0,0,261095,0.1717,0.4949,138.1121,21364.81,10409.33,object,,BacAstfor_3192686,0.9999999,,,,0
E01_20190815_4x_01,2019-08-15,12:29:06,E01_20190815_4x_01_000013.tif,,857,,41149EA4-D755-4D43-95D1-A03F6F4EAC5A,449,330,1350,142,599,31,56,2019-08-15 12:29:06.769000,76.218,1.8293,1,2658.0092,58.1746,103085.7,0.4928,95.6174,100.3536,101.3053,,,,0,0,0,0,0,0,0,,,,0.4185,0.7309,0.7676,1.3682,222.4742,0.9981,42.1897,1.7152,66.8711,156571.8,58.1746,-85,0,0.0,1.1511,2658.0092,0,0.583,77.0757,44.9358,99.0483,88.721,244.0231,1,,,,1.0969,0,0,36.7367,0,0,0,0,102515,0.5818,0.13,41.1593,33639.81,7531.99,object,,Detritus,0.7469656,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:06,E01_20190815_4x_01_000013.tif,,858,,31550D8D-68B4-4316-87A4-162D8F2A4CBE,449,856,887,175,599,22,20,2019-08-15 12:29:06.769000,76.218,1.8293,1,405.7893,22.7303,6149.145,0.8417,131.6756,138.3733,139.9822,,,,0,0,0,0,0,0,0,,,,0.8602,0.9003,0.9733,1.1108,88.5039,1.0,22.3265,1.0,24.3907,7597.481,22.7303,20,-90,0.0,1.0349,405.7893,0,1.0,25.6292,25.6292,136.5422,26.5249,102.517,1,,,,1.1583,0,0,18.1598,0,0,0,0,30722,0.7289,0.0681,21.0369,6345.07,2260.41,object,,Detritus,0.7359927,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:06,E01_20190815_4x_01_000013.tif,,859,,65391103-95FB-4C38-A3F2-772D4C088DCE,450,561,1248,199,599,32,30,2019-08-15 12:29:06.936000,76.39,1.8293,1,1055.5585,36.6603,25798.07,0.7652,106.129,107.8013,108.1459,,,,0,0,0,0,0,0,0,,,,0.6608,0.7675,0.8878,1.303,147.6506,0.9722,94.0854,1.356,43.3442,42637.63,38.2458,35,-55,0.0,1.0107,1148.8331,0,0.7375,47.964,35.3722,107.3573,48.4764,166.6725,1,,,,1.1288,0,0,32.2285,0,0,0,0,50780,0.4483,0.1542,37.5007,12257.21,3820.93,object,,Detritus,0.4973138,,,,0
E01_20190815_4x_01,2019-08-15,12:29:06,E01_20190815_4x_01_000013.tif,,860,,E26A4C38-77D0-4CF7-BE28-585429A5D457,450,494,1246,233,599,53,246,2019-08-15 12:29:06.936000,76.39,1.8293,1,10586.0893,116.0975,819345.6,0.0724,115.8539,119.2114,119.1654,,,,0,0,0,0,0,0,0,,,,0.0,0.092,0.1328,10.8713,912.3295,0.7919,21.4726,32.1219,286.7428,12344570.0,117.6471,-80,10,0.4371,0.6958,10870.5689,0,0.0311,632.2645,19.6833,118.1916,439.9466,1303.8955,2,,,,1.4292,0,0,39.8861,0,0,0,0,428799,0.2683,0.5951,33.8421,44210.64,15924.61,object,,CyaDolpla_8309180,0.99999666,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:06,E01_20190815_4x_01_000013.tif,,861,,F0409ECA-0DAA-4968-BB18-1B590B286CDD,450,690,149,288,599,38,40,2019-08-15 12:29:06.936000,76.39,1.8293,1,2159.9193,52.4413,75512.72,0.7522,144.9444,152.4132,154.7245,,,,0,0,0,0,0,0,0,,,,0.6962,0.3909,0.9333,2.5581,196.2402,0.9281,7.705,5.866,58.7917,106401.1,52.4764,60,-45,0.8995,0.5264,2162.8118,0,0.1705,130.3063,22.2137,150.4329,68.5987,305.04,2,,,,1.5544,0,0,4.0595,0,0,0,0,129974,0.7151,0.108,50.3057,62631.32,11075.37,object,,CyaMic000_3217749,0.99999416,,,,0
E01_20190815_4x_01,2019-08-15,12:29:07,E01_20190815_4x_01_000013.tif,,862,,B4D1407C-B7D2-4508-BF15-8C3C6C04B7DF,451,461,871,328,599,299,478,2019-08-15 12:29:07.103000,76.547,1.8293,1,22038.3683,167.5116,2461121.0,0.3074,112.9895,118.6136,122.8712,,,,0,0,0,0,0,0,0,,,,0.0,0.1473,0.3974,6.788,2084.9407,0.4699,125.9222,19.2732,659.8692,150443000.0,327.2662,-65,30,0.3978,0.7154,84118.6142,0,0.0519,1305.3056,67.7263,117.4176,933.8576,2746.0638,1,,,,1.3171,0,0,30.8012,0,0,0,0,851160,0.1475,0.7461,247.8701,3234634.71,160749.01,object,,CyaPlarub_3218379,0.9999341,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:07,E01_20190815_4x_01_000013.tif,,863,,ABAF08B7-109E-4A70-8148-DD2EAFF29130,452,444,1818,629,599,18,28,2019-08-15 12:29:07.270000,76.718,1.8293,1,383.7611,22.1047,5655.295,0.6628,145.2037,149.9352,150.8009,,,,0,0,0,0,0,0,0,,,,0.6925,0.6289,0.8941,1.5902,96.3361,0.9886,14.7895,2.613,26.9822,10285.6,22.1047,-90,0,0.2183,0.8208,383.7611,0,0.3827,43.4592,16.6319,148.6389,35.6713,120.1822,1,,,,1.2475,0,0,6.3369,0,0,0,0,32106,0.6899,0.1808,17.3783,10844.91,3269.48,object,,CyaMic000_3217749,0.44589204,,,,0
E01_20190815_4x_01,2019-08-15,12:29:07,E01_20190815_4x_01_000013.tif,,864,,DAA3719A-C0B9-49B0-9A61-887452D0F09D,452,820,1108,649,599,49,562,2019-08-15 12:29:07.270000,76.718,1.8293,1,17181.9936,147.9081,1694237.0,0.0512,126.2607,132.4962,135.0919,,,,0,0,0,0,0,0,0,,,,0.0,0.0511,0.0354,19.571,2053.8557,0.4295,36.0902,59.4672,650.0621,143834500.0,147.9081,-90,0,0.0539,0.9489,17181.9936,0,0.0168,1067.0816,17.944,130.9166,1012.5175,2170.0513,1,,,,1.0566,0,0,17.1496,0,0,0,0,749105,0.4125,0.7725,74.0866,153308.61,45002.99,object,,CyaPlarub_3218379,0.9998832,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:07,E01_20190815_4x_01_000013.tif,,865,,9CD5D4D9-0AD5-4307-A79E-6E5D666DB31F,452,736,455,700,599,19,25,2019-08-15 12:29:07.270000,76.718,1.8293,1,410.7066,22.8676,6261.253,0.5941,124.5374,130.4185,131.8194,,,,0,0,0,0,0,0,0,,,,0.6769,0.8247,0.8574,1.2125,95.0452,1.0,50.8462,1.0,26.4232,9659.529,23.2083,-80,10,0.0,1.1773,423.0336,0,1.0,27.1906,27.1906,128.8062,32.0127,108.7626,1,,,,1.1443,0,0,18.0263,0,0,0,0,29239,0.7223,0.1346,17.3783,1444.18,955.83,object,,Detritus,0.9806268,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:07,E01_20190815_4x_01_000013.tif,,866,,9E5A7643-8283-42FF-930E-CC81A3E3CC14,452,190,139,721,599,46,168,2019-08-15 12:29:07.270000,76.718,1.8293,1,4698.9654,77.3493,242307.7,0.0661,133.2699,139.1687,140.9122,,,,0,0,0,0,0,0,0,,,,0.0,0.1577,0.1257,6.3412,617.6227,0.9396,25.2651,17.8654,192.8895,3757721.0,77.3493,75,-10,0.0718,0.933,4698.9654,0,0.056,320.5751,17.9439,137.6067,299.0906,677.0379,1,,,,1.0962,0,0,15.6335,0,0,0,0,236546,0.7032,0.599,22.8663,434690.22,83197.66,object,,CyaPlarub_3218379,0.72962785,,,,0
E01_20190815_4x_01,2019-08-15,12:29:07,E01_20190815_4x_01_000013.tif,,867,,27174BD3-B07D-492E-B73C-570132DC5413,453,810,567,769,599,31,234,2019-08-15 12:29:07.437000,76.89,1.8293,1,4141.1345,72.6131,200467.0,0.0315,105.0997,114.5143,119.7471,,,,0,0,0,0,0,0,0,,,,0.0,0.0749,0.0553,13.3568,847.3435,0.7434,100.7146,39.9366,265.9599,9850246.0,72.6131,85,-5,0.0928,0.9151,4141.1345,0,0.025,452.7756,11.3374,112.2823,414.3364,928.2259,1,,,,1.0955,0,0,26.63,0,0,0,0,172241,0.6752,0.727,13.7197,26787.23,12285.54,object,,CyaPlarub_3218379,0.8608662,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:07,E01_20190815_4x_01_000013.tif,,868,,4EC1C663-1F35-4F53-9DF6-DCCF2EC6F723,454,618,1616,802,599,21,21,2019-08-15 12:29:07.603000,77.062,1.8293,1,403.3336,22.6614,6093.411,0.9315,143.6473,147.7232,147.9598,,,,0,0,0,0,0,0,0,,,,0.7002,0.6064,0.9538,1.6491,89.6419,1.0,22.4167,2.8271,24.6447,7837.384,22.7303,-75,0,0.7394,0.5749,405.7893,0,0.3537,46.1368,16.3194,146.5179,26.5249,124.9124,1,,,,1.3935,0,0,11.1371,0,0,0,0,32820,0.3832,0.0805,22.8663,5007.0,2224.49,object,,Detritus,0.57833266,,,BacAstfor_3192686,1
E01_20190815_4x_01,2019-08-15,12:29:07,E01_20190815_4x_01_000013.tif,,869,,91D33E49-C866-406E-8955-D14A71E524DB,454,753,557,825,599,11,83,2019-08-15 12:29:07.603000,77.062,1.8293,1,548.6783,26.431,9668.086,0.049,138.4291,147.578,149.8723,,,,0,0,0,0,0,0,0,,,,0.0,0.1317,0.0887,7.5936,282.4294,0.9608,38.0064,21.8102,86.1804,335137.8,26.431,-90,0,0.0527,0.95,548.6783,0,0.0459,143.4629,6.5778,145.0922,136.2828,300.0814,1,,,,1.0625,0,0,5.0281,0,0,0,0,40916,0.3658,0.6933,6.4025,64699.25,20552.73,object,,CyaLim000_0000000,0.9814142,,,BacAstfor_3192686,1
